"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"square","[skweə]",,,,,"квадратный","Размер, форма","Прилагательные"
"tremendous","[trɪˈmɛndəs]",,,,,"огромный","Размер, форма","Прилагательные"
"round","[raʊnd]",,,,,"круглый","Размер, форма","Прилагательные"
"prominent","[ˈprɒmɪnənt]",,,,,"заметный (выступающий)","Размер, форма","Прилагательные"
"clear","[klɪə]",,,,,"ясный","Физические качества","Прилагательные"
"open","[ˈəʊpən]",,,,,"открытый","Физические качества","Прилагательные"
"hot","[hɒt]",,,,,"горячий","Физические качества","Прилагательные"
"cold","[kəʊld]",,,,,"холодный","Физические качества","Прилагательные"
"heavy","[ˈhɛvi]",,,,,"тяжелый","Физические качества","Прилагательные"
"tough","[tʌf]",,,,,"жесткий","Физические качества","Прилагательные"
"powerful","[ˈpaʊəfʊl]",,,,,"мощный","Физические качества","Прилагательные"
"quick","[kwɪk]",,,,,"быстрый","Физические качества","Прилагательные"
"soft","[sɒft]",,,,,"мягкий","Физические качества","Прилагательные"
"quiet","[ˈkwaɪət]",,,,,"тихий","Физические качества","Прилагательные"
"cool","[kuːl]",,,,,"прохладный","Физические качества","Прилагательные"
"dry","[draɪ]",,,,,"сухой","Физические качества","Прилагательные"
"slow","[sləʊ]",,,,,"медленный","Физические качества","Прилагательные"
"solid","[ˈsɒlɪd]",,,,,"твердый","Физические качества","Прилагательные"
"sharp","[ʃɑːp]",,,,,"острый (предмет, звук)","Физические качества","Прилагательные"
"live","[laɪv]",,,,,"живой","Физические качества","Прилагательные"
"mass","[mæs]",,,,,"массовый","Физические качества","Прилагательные"
"smooth","[smuːð]",,,,,"гладкий","Физические качества","Прилагательные"
"wet","[wɛt]",,,,,"мокрый","Физические качества","Прилагательные"
"fast","[fɑːst]",,,,,"быстрый","Физические качества","Прилагательные"
"rough","[rʌf]",,,,,"грубый","Физические качества","Прилагательные"
"tight","[taɪt]",,,,,"плотный, узкий","Физические качества","Прилагательные"
"raw","[rɔː]",,,,,"сырой","Физические качества","Прилагательные"
"dirty","[ˈdɜːti]",,,,,"грязный","Физические качества","Прилагательные"
"still","[stɪl]",,,,,"замерший","Физические качества","Прилагательные"
"pure","[pjʊə]",water,,,,"чистый (без примесей)","Физические качества","Прилагательные"
"steady","[ˈstɛdi]",,,,,"устойчивый","Физические качества","Прилагательные"
"stable","[ˈsteɪbl]",,,,,"стабильный","Физические качества","Прилагательные"
"vulnerable","[ˈvʌlnərəbl]",,,,,"уязвимый","Физические качества","Прилагательные"
"loose","[luːs]",,,,,"свободный (ненатянутый, напр. об одежде)","Физические качества","Прилагательные"
"accurate","[ˈækjʊrɪt]",,,,,"точный","Физические качества","Прилагательные"
"whole","[həʊl]",,,,,"весь (целиком)","Физические качества","Прилагательные"
"full","[fʊl]",,,,,"полный","Физические качества","Прилагательные"
"physical","[ˈfɪzɪkəl]",,,,,"физический","Физические качества","Прилагательные"
"entire","[ɪnˈtaɪə]",,,,,"весь (целиком)","Физические качества","Прилагательные"
"clean","[kliːn]",,,,,"чистый","Физические качества","Прилагательные"
"empty","[ˈɛmpti]",,,,,"пустой","Физические качества","Прилагательные"
"golden","[ˈgəʊldən]",,,,,"золотой","Физические качества","Прилагательные"
"wooden","[ˈwʊdn]",,,,,"деревянный","Физические качества","Прилагательные"
"broken","[ˈbrəʊkən]",,,,,"сломанный","Физические качества","Прилагательные"
"visual","[ˈvɪzjʊəl]",,,,,"визуальный","Физические качества","Прилагательные"
"economic","[ˌiːkəˈnɒmɪk]",,,,,"экономический","Деньги, количество","Прилагательные"
"free","[friː] ",,,,,"бесплатный","Деньги, количество","Прилагательные"
"financial","[faɪˈnænʃəl]",,,,,"финансовый","Деньги, количество","Прилагательные"
"commercial","[kəˈmɜːʃəl]",,,,,"коммерческий","Деньги, количество","Прилагательные"
"rich","[rɪʧ]",,,,,"богатый","Деньги, количество","Прилагательные"
"expensive","[ɪksˈpɛnsɪv]",,,,,"дорогой","Деньги, количество","Прилагательные"
"cheap","[ʧiːp]",,,,,"дешевый","Деньги, количество","Прилагательные"
"competitive","[kəmˈpɛtɪtɪv]",,,,,"конкурентоспособный","Деньги, количество","Прилагательные"
"valuable","[ˈvæljʊəbl]",,,,,"ценный","Деньги, количество","Прилагательные"
"poor","[pʊə]",,,,,"бедный","Деньги, количество","Прилагательные"
"remaining","[rɪˈmeɪnɪŋ]",,,,,"оставшийся","Деньги, количество","Прилагательные"
"double","[ˈdʌbl]",,,,,"двойной","Деньги, количество","Прилагательные"
"numerous","[ˈnjuːmərəs]",,,,,"многочисленные","Деньги, количество","Прилагательные"
"increasing","[ɪnˈkriːsɪŋ]",,,,,"увеличивающийся","Деньги, количество","Прилагательные"
"total","[ˈtəʊtl]",total number,,,,"общий (напр.общее количество)","Деньги, количество","Прилагательные"
"single","[ˈsɪŋgl]",,,,,"одиночный, отдельный","Деньги, количество","Прилагательные"
"main","[meɪn]",,,,,"главный","Важность, вероятность","Прилагательные"
"major","[ˈmeɪʤə]",,,,,"основной, более важный, крупный","Важность, вероятность","Прилагательные"
"significant","[sɪgˈnɪfɪkənt]",,,,,"значительный","Важность, вероятность","Прилагательные"
"particular","[pəˈtɪkjʊlə]",,,,,"специфический (особенный)","Важность, вероятность","Прилагательные"
"critical","[ˈkrɪtɪkəl]",,,,,"критический, решающий","Важность, вероятность","Прилагательные"
"essential","[ɪˈsɛnʃəl]",,,,,"важный (существенный)","Важность, вероятность","Прилагательные"
"key","[kiː]",,,,,"ключевой","Важность, вероятность","Прилагательные"
"crucial","[ˈkruːʃəl]",,,,,"решающий (значимый)","Важность, вероятность","Прилагательные"
"extraordinary","[ɪksˈtrɔːdnri]",,,,,"необычайный","Важность, вероятность","Прилагательные"
"vital","[ˈvaɪtl]",,,,,"жизненный (жизненно важный)","Важность, вероятность","Прилагательные"
"substantial","[səbˈstænʃəl]",,,,,"существенный","Важность, вероятность","Прилагательные"
"minor","[ˈmaɪnə]",,,,,"незначительный, младший","Важность, вероятность","Прилагательные"
"considerable","[kənˈsɪdərəbl]",,,,,"значительный","Важность, вероятность","Прилагательные"
"extra","[ˈɛkstrə]",,,,,"дополнительный","Важность, вероятность","Прилагательные"
"actual","[ˈækʧʊəl]",,,,,"актуальный (настоящий)","Важность, вероятность","Прилагательные"
"practical","[ˈpræktɪkəl]",,,,,"практический","Важность, вероятность","Прилагательные"
"fundamental","[ˌfʌndəˈmɛntl]",,,,,"фундаментальный","Важность, вероятность","Прилагательные"
"real","[rɪəl]",,,,,"реальный, настоящий","Важность, вероятность","Прилагательные"
"possible","[ˈpɒsəbl]",,,,,"возможный","Важность, вероятность","Прилагательные"
"likely","[ˈlaɪkli]",,,,,"вероятный","Важность, вероятность","Прилагательные"
"necessary","[ˈnɛsɪsəri]",,,,,"необходимый","Важность, вероятность","Прилагательные"
"opposite","[ˈɒpəzɪt]",,,,,"противоположный","Важность, вероятность","Прилагательные"
"supposed","[səˈpəʊzd]",,,,,"предполагаемый","Важность, вероятность","Прилагательные"
"potential","[pəʊˈtɛnʃəl]",,,,,"потенциальный","Важность, вероятность","Прилагательные"
"appropriate","[əˈprəʊprɪɪt]",,,,,"подходящий (уместный)","Важность, вероятность","Прилагательные"
"unlikely","[ʌnˈlaɪkli]",,,,,"маловероятный","Важность, вероятность","Прилагательные"
"important","[ɪmˈpɔːtənt]",,,,,"важный","Важность, вероятность","Прилагательные"
"national","[ˈnæʃənl]",,,,,"национальный, государственный","Государство и общество","Прилагательные"
"political","[pəˈlɪtɪkəl]",,,,,"политический","Государство и общество","Прилагательные"
"social","[ˈsəʊʃəl]",,,,,"социальный, общественный","Государство и общество","Прилагательные"
"public","[ˈpʌblɪk]",,,,,"общественный, государственный","Государство и общество","Прилагательные"
"military","[ˈmɪlɪtəri]",,,,,"военный","Государство и общество","Прилагательные"
"federal","[ˈfɛdərəl]",,,,,"федеральный","Государство и общество","Прилагательные"
"international","[ˌɪntə(ː)ˈnæʃənl]",,,,,"международный","Государство и общество","Прилагательные"
"foreign","[ˈfɒrɪn]",,,,,"иностранный","Государство и общество","Прилагательные"
"democratic","[ˌdɛməˈkrætɪk]",,,,,"демократический","Государство и общество","Прилагательные"
"legal","[ˈliːgəl]",,,,,"законный (правовой)","Государство и общество","Прилагательные"
"traditional","[trəˈdɪʃənl]",,,,,"традиционный","Государство и общество","Прилагательные"
"cultural","[ˈkʌlʧərəl]",,,,,"культурный","Государство и общество","Прилагательные"
"civil","[ˈsɪvl]",,,,,"гражданский","Государство и общество","Прилагательные"
"safe","[seɪf]",,,,,"безопасный","Государство и общество","Прилагательные"
"nuclear","[ˈnjuːklɪə]",,,,,"ядерный","Государство и общество","Прилагательные"
"independent","[ˌɪndɪˈpɛndənt]",,,,,"независимый","Государство и общество","Прилагательные"
"united","[jʊˈnaɪtɪd]",,,,,"объединенный","Государство и общество","Прилагательные"
"domestic","[dəʊˈmɛstɪk]",,,,,"домашний (внутренний - в политич.смысле)","Государство и общество","Прилагательные"
"corporate","[ˈkɔːpərɪt]",,,,,"корпоративный","Государство и общество","Прилагательные"
"urban","[ˈɜːbən]",,,,,"городской","Государство и общество","Прилагательные"
"regional","[ˈriːʤənl]",,,,,"региональный","Государство и общество","Прилагательные"
"ethnic","[ˈɛθnɪk]",,,,,"этнический","Государство и общество","Прилагательные"
"conservative","[kənˈsɜːvətɪv]",,,,,"консервативный","Государство и общество","Прилагательные"
"industrial","[ɪnˈdʌstrɪəl]",,,,,"промышленный","Государство и общество","Прилагательные"
"historical","[hɪsˈtɒrɪkəl]",,,,,"исторический","Государство и общество","Прилагательные"
"presidential","[ˌprɛzɪˈdɛnʃəl]",,,,,"президентский","Государство и общество","Прилагательные"
"liberal","[ˈlɪbərəl]",,,,,"либеральный","Государство и общество","Прилагательные"
"rural","[ˈrʊərəl]",,,,,"сельский","Государство и общество","Прилагательные"
"historic","[hɪsˈtɒrɪk]",,,,,"исторический","Государство и общество","Прилагательные"
"armed","[ɑːmd]",,,,,"вооруженный","Государство и общество","Прилагательные"
"constitutional","[ˌkɒnstɪˈtjuːʃənl]",,,,,"конституционный","Государство и общество","Прилагательные"
"strategic","[strəˈtiːʤɪk]",,,,,"стратегический","Государство и общество","Прилагательные"
"defensive","[dɪˈfɛnsɪv]",,,,,"оборонительный","Государство и общество","Прилагательные"
"joint","[ʤɔɪnt]",,,,,"совместный","Государство и общество","Прилагательные"
"mutual","[ˈmjuːtjʊəl]",,,,,"взаимный","Государство и общество","Прилагательные"
"official","[əˈfɪʃəl]",,,,,"официальный","Государство и общество","Прилагательные"
"hard","[hɑːd]",,,,,"трудный","Государство и общество","Прилагательные"
"easy","[ˈiːzi]",,,,,"легкий","Государство и общество","Прилагательные"
"difficult","[ˈdɪfɪkəlt]",,,,,"трудный","Государство и общество","Прилагательные"
"complex","[ˈkɒmplɛks]",,,,,"сложный (комплексный)","Государство и общество","Прилагательные"
"impossible","[ɪmˈpɒsəbl]",,,,,"невозможный","Государство и общество","Прилагательные"
"obvious","[ˈɒbvɪəs]",,,,,"очевидный","Государство и общество","Прилагательные"
"comfortable","[ˈkʌmfətəbl]",,,,,"удобный, комфортный","Государство и общество","Прилагательные"
"convenient","[kənˈviːnjənt]",,,,,"удобный","Государство и общество","Прилагательные"
"handy","[ˈhændi]",,,,,"удобный, сподручный","Государство и общество","Прилагательные"
"complicated","[ˈkɒmplɪkeɪtɪd]",,,,,"сложный","Государство и общество","Прилагательные"
"severe","[sɪˈvɪə]",pain,,,,"жестокий (напр. условия, боль, погода)","Государство и общество","Прилагательные"
"apparent","[əˈpærənt]",,,,,"очевидный","Государство и общество","Прилагательные"
"elementary","[ˌɛlɪˈmɛntəri]",,,,,"элементарный","Государство и общество","Прилагательные"
"regular","[ˈrɛgjʊlə]",,,,,"регулярный (обычный)","Государство и общество","Прилагательные"
"extra","[ˈɛkstrə]",,,,,"дополнительный","Государство и общество","Прилагательные"
"unusual","[ʌnˈjuːʒʊəl]",,,,,"необычный","Государство и общество","Прилагательные"
"formal","[ˈfɔːməl]",,,,,"формальный","Государство и общество","Прилагательные"
"ordinary","[ˈɔːdnri]",,,,,"обычный","Государство и общество","Прилагательные"
"usual","[ˈjuːʒʊəl]",,,,,"обычный","Государство и общество","Прилагательные"
"so-called","[ˈsəʊˈkɔːld]",,,,,"так называемый","Государство и общество","Прилагательные"
"assistant","[əˈsɪstənt]",,,,,"вспомогательный, помощник","Государство и общество","Прилагательные"
"additional","[əˈdɪʃənl]",,,,,"дополнительный","Государство и общество","Прилагательные"
"remarkable","[rɪˈmɑːkəbl]",,,,,"примечательный, выдающийся","Государство и общество","Прилагательные"
"top","[tɒp]",,,,,"верхний (главный)","Пространство и природа","Прилагательные"
"right","[raɪt]",,,,,"правильный (правый)","Пространство и природа","Прилагательные"
"local","[ˈləʊkəl]",,,,,"местный","Пространство и природа","Прилагательные"
"available","[əˈveɪləbl]",,,,,"доступный","Пространство и природа","Прилагательные"
"central","[ˈsɛntrəl]",,,,,"центральный","Пространство и природа","Прилагательные"
"left","[lɛft]",,,,,"левый (оставшийся)","Пространство и природа","Прилагательные"
"close","[kləʊs]",,,,,"близкий (закрытый)","Пространство и природа","Прилагательные"
"far","[fɑː]",,,,,"далекий","Пространство и природа","Прилагательные"
"deep","[diːp]",,,,,"глубокий","Пространство и природа","Прилагательные"
"middle","[ˈmɪdl]",,,,,"средний","Пространство и природа","Прилагательные"
"western","[ˈwɛstən]",,,,,"западный","Пространство и природа","Прилагательные"
"southern","[ˈsʌðən]",,,,,"южный","Пространство и природа","Прилагательные"
"front","[frʌnt]",,,,,"передний","Пространство и природа","Прилагательные"
"eastern","[ˈiːstən]",,,,,"восточный","Пространство и природа","Прилагательные"
"northern","[ˈnɔːðən]",,,,,"северный","Пространство и природа","Прилагательные"
"internal","[ɪnˈtɜːnl]",,,,,"внутренний","Пространство и природа","Прилагательные"
"upper","[ˈʌpə]",,,,,"верхний","Пространство и природа","Прилагательные"
"vast","[vɑːst]",,,,,"широкий (обширный)","Пространство и природа","Прилагательные"
"limited","[ˈlɪmɪtɪd]",,,,,"ограниченный","Пространство и природа","Прилагательные"
"outside","[ˌaʊtˈsaɪd]",,,,,"внешний","Пространство и природа","Прилагательные"
"nearby","[ˈnɪəbaɪ]",,,,,"находящийся поблизости","Пространство и природа","Прилагательные"
"inner","[ˈɪnə]",,,,,"внутренний","Пространство и природа","Прилагательные"
"biological","[ˌbaɪəʊˈlɒʤɪkəl]",,,,,"биологический","Пространство и природа","Прилагательные"
"distant","[ˈdɪstənt]",,,,,"удаленный","Пространство и природа","Прилагательные"
"bottom","[ˈbɒtəm]",,,,,"нижний","Пространство и природа","Прилагательные"
"remote","[rɪˈməʊt]",,,,,"удаленный (дистанционный)","Пространство и природа","Прилагательные"
"external","[ɛksˈtɜːnl]",,,,,"внешний","Пространство и природа","Прилагательные"
"lost","[lɒst]",,,,,"потерянный","Пространство и природа","Прилагательные"
"extensive","[ɪksˈtɛnsɪv]",,,,,"обширный","Пространство и природа","Прилагательные"
"natural","[ˈnæʧrəl]",,,,,"природный (естественный)","Пространство и природа","Прилагательные"
"environmental","[ɪnˌvaɪərənˈmɛntl]",,,,,"относящийся к окружающей среде","Пространство и природа","Прилагательные"
"fresh","[frɛʃ]",,,,,"свежий","Пространство и природа","Прилагательные"
"global","[ˈgləʊbəl]",,,,,"глобальный","Пространство и природа","Прилагательные"
"wild","[waɪld]",,,,,"дикий","Пространство и природа","Прилагательные"
"growing","[ˈgrəʊɪŋ]",,,,,"растущий","Пространство и природа","Прилагательные"
"living","[ˈlɪvɪŋ]",,,,,"живущий","Пространство и природа","Прилагательные"
"racial","[ˈreɪʃəl]",,,,,"расовый","Пространство и природа","Прилагательные"
"solar","[ˈsəʊlə]",,,,,"солнечный (напр. Солнечная система)","Пространство и природа","Прилагательные"
"existing","[ɪgˈzɪstɪŋ]",,,,,"существующий","Пространство и природа","Прилагательные"
"medical","[ˈmɛdɪkəl]",,,,,"медицинский","Наука, искусство","Прилагательные"
"professional","[prəˈfɛʃənl]",,,,,"профессиональный","Наука, искусство","Прилагательные"
"academic","[ˌækəˈdɛmɪk]",,,,,"академический","Наука, искусство","Прилагательные"
"educational","[ˌɛdju(ː)ˈkeɪʃənl]",,,,,"образовательный","Наука, искусство","Прилагательные"
"scientific","[ˌsaɪənˈtɪfɪk]",,,,,"научный","Наука, искусство","Прилагательные"
"online","[ˈɒnˌlaɪn]",,,,,"онлайн","Наука, искусство","Прилагательные"
"digital","[ˈdɪʤɪtl]",,,,,"цифровой","Наука, искусство","Прилагательные"
"electronic","[ɪlɛkˈtrɒnɪk]",,,,,"электронный","Наука, искусство","Прилагательные"
"electric","[ɪˈlɛktrɪk]",,,,,"электрический","Наука, искусство","Прилагательные"
"genetic","[ʤɪˈnɛtɪk]",,,,,"генетический","Наука, искусство","Прилагательные"
"chemical","[ˈkɛmɪkəl]",,,,,"химический","Наука, искусство","Прилагательные"
"working","[ˈwɜːkɪŋ]",,,,,"работающий","Наука, искусство","Прилагательные"
"technical","[ˈtɛknɪkəl]",,,,,"технический","Наука, искусство","Прилагательные"
"musical","[ˈmjuːzɪkəl]",,,,,"музыкальный","Наука, искусство","Прилагательные"
"literary","[ˈlɪtərəri]",,,,,"литературный","Наука, искусство","Прилагательные"
"clinical","[ˈklɪnɪkəl]",,,,,"клинический","Наука, искусство","Прилагательные"
"developing","[dɪˈvɛləpɪŋ]",,,,,"находящийся в разработке","Наука, искусство","Прилагательные"
"technical","[ˈtɛknɪkəl]",,,,,"технический","Наука, искусство","Прилагательные"
"musical","[ˈmjuːzɪkəl]",,,,,"музыкальный","Наука, искусство","Прилагательные"
"colour","[ˈkʌlə]",UK,color,,US,"цвет","Цвета","Прилагательные"
"black","[blæk]",,,,,"черный","Цвета","Прилагательные"
"white","[waɪt]",,,,,"белый","Цвета","Прилагательные"
"dark","[dɑːk]",,,,,"темный","Цвета","Прилагательные"
"light","[laɪt]",,,,,"светлый","Цвета","Прилагательные"
"red","[rɛd]",,,,,"красный","Цвета","Прилагательные"
"orange","[ˈɒrɪnʤ]",,,,,"оранжевый","Цвета","Прилагательные"
"yellow","[ˈjɛləʊ]",,,,,"желтый","Цвета","Прилагательные"
"green","[griːn]",,,,,"зеленый","Цвета","Прилагательные"
"blue","[bluː]",,,,,"голубой, синий","Цвета","Прилагательные"
"purple","[ˈpɜːpl]",,,,,"фиолетовый (пурпурный)","Цвета","Прилагательные"
"violet","[ˈvaɪəlɪt]",,,,,"темно-фиолетовый","Цвета","Прилагательные"
"pink","[pɪŋk]",,,,,"розовый","Цвета","Прилагательные"
"silver","[ˈsɪlvə]",,,,,"серебристый","Цвета","Прилагательные"
"gold","[gəʊld]",,,,,"золотой","Цвета","Прилагательные"
"brown","[braʊn]",,,,,"коричневый","Цвета","Прилагательные"
"grey","[greɪ]",UK,gray,,US,"серый","Цвета","Прилагательные"
"now","[naʊ]",,,,,"сейчас","Наречия времени","Наречия"
"then","[ðɛn]",,,,,"затем","Наречия времени","Наречия"
"never","[ˈnɛvə]",,,,,"никогда","Наречия времени","Наречия"
"again","[əˈgɛn]",,,,,"снова","Наречия времени","Наречия"
"always","[ˈɔːlweɪz]",,,,,"всегда","Наречия времени","Наречия"
"today","[təˈdeɪ]",,,,,"сегодня","Наречия времени","Наречия"
"long","[lɒŋ]",,,,,"долго","Наречия времени","Наречия"
"ever","[ˈɛvə]",,,,,"вечно","Наречия времени","Наречия"
"later","[ˈleɪtə]",,,,,"позже","Наречия времени","Наречия"
"ago","[əˈgəʊ]",one year ago,,,,"(один год) назад","Наречия времени","Наречия"
"early","[ˈɜːli]",,,,,"рано","Наречия времени","Наречия"
"soon","[suːn]",,,,,"скоро","Наречия времени","Наречия"
"recently","[ˈriːsntli]",,,,,"недавно","Наречия времени","Наречия"
"before","[bɪˈfɔː]",,,,,"до","Наречия времени","Наречия"
"PM","[piː-ɛm]",,,,,"после полудня","Наречия времени","Наречия"
"tonight","[təˈnaɪt]",,,,,"этой ночью (вечером)","Наречия времени","Наречия"
"AM","[æm]",,,,,"до полудня","Наречия времени","Наречия"
"late","[leɪt]",,,,,"поздно","Наречия времени","Наречия"
"forever","[fəˈrɛvə]",,,,,"навсегда","Наречия времени","Наречия"
"rarely","[ˈreəli]",,,,,"редко","Наречия времени","Наречия"
"tomorrow","[təˈmɒrəʊ]",,,,,"завтра","Наречия времени","Наречия"
"yesterday","[ˈjɛstədeɪ]",,,,,"вчера","Наречия времени","Наречия"
"currently","[ˈkʌrəntli]",,,,,"в настоящее время","Наречия времени","Наречия"
"already","[ɔːlˈrɛdi]",,,,,"уже","Наречия времени","Наречия"
"previously","[ˈpriːvjəsli]",,,,,"ранее, в прошлый раз","Наречия времени","Наречия"
"whenever","[wɛnˈɛvə]",,,,,"всякий раз, когда","Наречия времени","Наречия"
"just","[ʤʌst]",,,,,"только что (всего лишь)","Наречия времени","Наречия"
"sometimes","[ˈsʌmtaɪmz]",,,,,"иногда","Наречия времени","Наречия"
"finally","[ˈfaɪnəli]",,,,,"наконец","Наречия времени","Наречия"
"quickly","[ˈkwɪkli]",,,,,"быстро","Наречия времени","Наречия"
"suddenly","[ˈsʌdnli]",,,,,"вдруг","Наречия времени","Наречия"
"immediately","[ɪˈmiːdjətli]",,,,,"немедленно","Наречия времени","Наречия"
"frequently","[ˈfriːkwəntli]",,,,,"часто","Наречия времени","Наречия"
"meanwhile","[ˈmiːnˈwaɪl]",,,,,"тем временем","Наречия времени","Наречия"
"occasionally","[əˈkeɪʒnəli]",,,,,"иногда","Наречия времени","Наречия"
"initially","[ɪˈnɪʃəli]",,,,,"изначально","Наречия времени","Наречия"
"shortly","[ˈʃɔːtli]",,,,,"коротко, вскоре","Наречия времени","Наречия"
"gradually","[ˈgrædjʊəli]",,,,,"постепенно","Наречия времени","Наречия"
"ultimately","[ˈʌltɪmɪtli]",,,,,"в конечном счете","Наречия времени","Наречия"
"regularly","[ˈrɛgjʊləli]",,,,,"регулярно","Наречия времени","Наречия"
"eventually","[ɪˈvɛnʧəli]",,,,,"в конечном итоге","Наречия времени","Наречия"
"rapidly","[ˈræpɪdli]",,,,,"быстро","Наречия времени","Наречия"
"newly","[ˈnjuːli]",,,,,"вновь, только что","Наречия времени","Наречия"
"primarily","[ˈpraɪmərɪli]",,,,,"в первую очередь","Наречия времени","Наречия"
"constantly","[ˈkɒnstəntli]",,,,,"постоянно","Наречия времени","Наречия"
"originally","[əˈrɪʤɪnəli]",,,,,"изначально (по происхождению)","Наречия времени","Наречия"
"often","[ˈɒf(ə)n] [ˈɒft(ə)n]",,,,,"часто","Наречия времени","Наречия"
"fast","[fɑːst]",,,,,"быстро","Образа действия","Наречия"
"well","[wɛl]",,,,,"хорошо","Образа действия","Наречия"
"even","[ˈiːvən]",,,,,"даже","Образа действия","Наречия"
"too","[tuː]",,,,,"слишком","Образа действия","Наречия"
"usually","[ˈjuːʒʊəli]",,,,,"обычно","Образа действия","Наречия"
"exactly","[ɪgˈzæktli]",,,,,"точно","Образа действия","Наречия"
"ok","[ˈəʊˈkeɪ]",,,,,"хорошо","Образа действия","Наречия"
"clearly","[ˈklɪəli]",,,,,"ясно","Образа действия","Наречия"
"directly","[dɪˈrɛktli]",,,,,"непосредственно","Образа действия","Наречия"
"absolutely","[ˈæbsəluːtli]",,,,,"абсолютно","Образа действия","Наречия"
"completely","[kəmˈpliːtli]",,,,,"полностью","Образа действия","Наречия"
"easily","[ˈiːzɪli]",,,,,"с легкостью","Образа действия","Наречия"
"slowly","[ˈsləʊli]",,,,,"медленно","Образа действия","Наречия"
"highly","[ˈhaɪli]",,,,,"высоко","Образа действия","Наречия"
"mostly","[ˈməʊstli]",,,,,"в основном","Образа действия","Наречия"
"seriously","[ˈsɪərɪəsli]",,,,,"серьезно","Образа действия","Наречия"
"totally","[ˈtəʊtli]",,,,,"полностью","Образа действия","Наречия"
"merely","[ˈmɪəli]",,,,,"просто","Образа действия","Наречия"
"typically","[ˈtɪpɪk(ə)li]",,,,,"обычно","Образа действия","Наречия"
"simply","[ˈsɪmpli]",,,,,"просто","Образа действия","Наречия"
"nearly","[ˈnɪəli]",,,,,"почти","Образа действия","Наречия"
"carefully","[ˈkeəfli]",,,,,"тщательно","Образа действия","Наречия"
"somehow","[ˈsʌmhaʊ]",,,,,"как-нибудь","Образа действия","Наречия"
"truly","[ˈtruːli]",,,,,"действительно","Образа действия","Наречия"
"hardly","[ˈhɑːdli]",,,,,"с трудом","Образа действия","Наречия"
"significantly","[sɪgˈnɪfɪkəntli]",,,,,"значительно","Образа действия","Наречия"
"entirely","[ɪnˈtaɪəli]",,,,,"полностью","Образа действия","Наречия"
"necessarily","[ˈnɛsɪsərɪli]",,,,,"обязательно","Образа действия","Наречия"
"specifically","[spəˈsɪfɪk(ə)li]",,,,,"специально","Образа действия","Наречия"
"surely","[ˈʃʊəli]",,,,,"уверенно, безусловно","Образа действия","Наречия"
"heavily","[ˈhɛvɪli]",,,,,"сильно","Образа действия","Наречия"
"strongly","[ˈstrɒŋli]",,,,,"сильно","Образа действия","Наречия"
"quietly","[ˈkwaɪətli]",,,,,"тихо","Образа действия","Наречия"
"effectively","[ɪˈfɛktɪvli]",,,,,"эффективно","Образа действия","Наречия"
"precisely","[prɪˈsaɪsli]",,,,,"точно","Образа действия","Наречия"
"normally","[ˈnɔːməli]",,,,,"обычно","Образа действия","Наречия"
"roughly","[ˈrʌfli]",,,,,"примерно (грубо)","Образа действия","Наречия"
"gently","[ˈʤɛntli]",,,,,"мягко","Образа действия","Наречия"
"naturally","[ˈnæʧrəli]",,,,,"естественно","Образа действия","Наречия"
"partly","[ˈpɑːtli]",,,,,"частично","Образа действия","Наречия"
"properly","[ˈprɒpəli]",,,,,"правильно","Образа действия","Наречия"
"slightly","[ˈslaɪtli]",,,,,"немного","Образа действия","Наречия"
"straight","[streɪt]",,,,,"прямо","Образа действия","Наречия"
"definitely","[ˈdɛfɪnɪtli]",,,,,"определенно","Образа действия","Наречия"
"virtually","[ˈvɜːtjʊəli]",,,,,"практически","Образа действия","Наречия"
"literally","[ˈlɪtərəli]",,,,,"буквально","Образа действия","Наречия"
"politically","[pəˈlɪtɪkəli]",,,,,"политически","Образа действия","Наречия"
"relatively","[ˈrɛlətɪvli]",,,,,"относительно","Образа действия","Наречия"
"personally","[ˈpɜːsnəli]",,,,,"лично","Образа действия","Наречия"
"likely","[ˈlaɪkli]",,,,,"вероятно","Образа действия","Наречия"
"similarly","[ˈsɪmɪləli]",,,,,"аналогично, похоже","Образа действия","Наречия"
"potentially","[pəʊˈtɛnʃəli]",,,,,"потенциально","Образа действия","Наречия"
"here","[hɪə]",,,,,"здесь","Места","Наречия"
"around","[əˈraʊnd]",,,,,"вокруг","Места","Наречия"
"forward","[ˈfɔːwəd]",,,,,"вперед","Места","Наречия"
"close","[kləʊs]",,,,,"близко","Места","Наречия"
"forth","[fɔːθ]",,,,,"вперед","Места","Наречия"
"anywhere","[ˈɛnɪweə]",,,,,"в любом месте","Места","Наречия"
"deeply","[ˈdiːpli]",,,,,"глубоко","Места","Наречия"
"ahead","[əˈhɛd]",,go ahed,,,"вперед","Места","Наречия"
"somewhere","[ˈsʌmweə]",,,,,"где-то","Места","Наречия"
"everywhere","[ˈɛvrɪweə]",,,,,"везде","Места","Наречия"
"back","[bæk]",,,,,"назад","Места","Наречия"
"there","[ðeə]",,,,,"там","Места","Наречия"
"far","[fɑː]",,,,,"далеко","Места","Наречия"
"away","[əˈweɪ]",,,,,"вдали от чего-то","Места","Наречия"
"along","[əˈlɒŋ]",,,,,"вдоль","Места","Наречия"
"below","[bɪˈləʊ]",,,,,"ниже","Места","Наречия"
"apart","[əˈpɑːt]",,,,,"отдельно от чего-то","Места","Наречия"
