"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"ring","[rɪŋ]",,,,,"кольцо","Одежда","Существительные"
"ring","[rɪŋ]",,,,,"звонить","Физические действия (человека)","Глаголы"
"rise","[raɪz]",,,,,"увеличение (рост)","Техника","Существительные"
"rise","[raɪz]",,,,,"поднимать","Физические действия (общие)","Глаголы"
"risk","[rɪsk]",,,,,"риск","Человек: личность","Существительные"
"river","[ˈrɪvə]",,,,,"река","Мир, природа","Существительные"
"road","[rəʊd]",,,,,"дорога","Город","Существительные"
"rob","[rɒb]",,,,,"грабить","Закон","Глаголы"
"rock","[rɒk]",,,,,"камень","Мир, природа","Существительные"
"role","[rəʊl]",,,,,"роль","Кино, театр, музыка","Существительные"
"roll","[rəʊl]",,,,,"катиться","Движение","Глаголы"
"roll","[rəʊl]",,,,,"рулон","Дом, быт","Существительные"
"roof","[ruːf]",,,,,"крыша","Дом, быт","Существительные"
"room","[ruːm]",,,,,"комната","Дом, быт","Существительные"
"root","[ruːt]",,,,,"корень","Животные, растения","Существительные"
"rough","[rʌf]",,,,,"грубый","Физические качества","Прилагательные"
"roughly","[ˈrʌfli]",,,,,"примерно (грубо)","Образа действия","Наречия"
"round","[raʊnd]",,,,,"раунд","Спорт","Существительные"
"round","[raʊnd]",,,,,"круглый","Размер, форма","Прилагательные"
"route","[ruːt]",,,,,"маршрут","Город","Существительные"
"routine","[ruːˈtiːn]",,,,,"заведенный порядок (определенная последовательность действий)","Работа, карьера","Существительные"
"row","[rəʊ]",,,,,"ряд","Пространство","Существительные"
"rub","[rʌb]",,,,,"тереть","Физические действия (человека)","Глаголы"
"rule","[ruːl]",,,,,"править","Экономика, бизнес","Глаголы"
"rule","[ruːl]",,,,,"правило","Логика","Существительные"
"run","[rʌn]",,running,,,"бег","Спорт","Существительные"
"run","[rʌn]",,,,,"бежать","Движение","Глаголы"
"rural","[ˈrʊərəl]",,,,,"сельский","Государство и общество","Прилагательные"
"rush","[rʌʃ]",,,,,"торопиться","Движение","Глаголы"
"sad","[sæd]",,,,,"грустный","Человек","Прилагательные"
"safe","[seɪf]",,,,,"безопасный","Государство и общество","Прилагательные"
"safety","[ˈseɪfti]",,,,,"безопасность","Закон","Существительные"
"salad","[ˈsæləd]",,,,,"салат","Еда","Существительные"
"salary","[ˈsæləri]",,,,,"зарплата","Работа, карьера","Существительные"
"sale","[seɪl]",,,,,"продажа (распродажа)","Экономика, бизнес","Существительные"
"sales","[seɪlz]",,,,,"продажи","Экономика, бизнес","Существительные"
"salt","[sɔːlt]",,,,,"соль","Еда","Существительные"
"sample","[ˈsɑːmpl]",,,,,"образец","Наука","Существительные"
"sand","[sænd]",,,,,"песок","Мир, природа","Существительные"
"satellite","[ˈsætəlaɪt]",,,,,"спутник","Наука","Существительные"
"satisfaction","[ˌsætɪsˈfækʃən]",,,,,"удовлетворение","Психология, чувства","Существительные"
"Saturday","[ˈsætədeɪ]",,,,,"суббота","Время","Существительные"
"sauce","[sɔːs]",,,,,"соус","Еда","Существительные"
"save","[seɪv]",,,,,"сохранять","Работа, сотрудничество","Глаголы"
"save","[seɪv]",,,,,"экономить","Экономика, бизнес","Глаголы"
"savings","[ˈseɪvɪŋz]",,,,,"сбережения","Экономика, бизнес","Существительные"
"say","[seɪ]",,,,,"сказать","Общение","Глаголы"
"scale","[skeɪl]",,,,,"шкала","Наука","Существительные"
"scared","[skeəd]",,,,,"испуганный","Человек","Прилагательные"
"scene","[siːn]",,,,,"сцена","Кино, театр, музыка","Существительные"
"schedule","[ˈʃɛdjuːl]",,,,,"составлять график","Работа, сотрудничество","Глаголы"
"schedule","[ˈʃɛdjuːl]",,,,,"график","Работа, карьера","Существительные"
"scholar","[ˈskɒlə]",,,,,"ученый (исследователь)","Наука","Существительные"
"school","[skuːl]",,,,,"школа","Учеба","Существительные"
"science","[ˈsaɪəns]",,,,,"наука (естественная)","Наука","Существительные"
"scientific","[ˌsaɪənˈtɪfɪk]",,,,,"научный","Наука, искусство","Прилагательные"
"scientist","[ˈsaɪəntɪst]",,,,,"ученый","Наука","Существительные"
"score","[skɔː]",,,,,"набирать очки","Борьба","Глаголы"
"score","[skɔː]",,,,,"счет (в игре)","Спорт","Существительные"
"scream","[skriːm]",,,,,"кричать","Общение","Глаголы"
"screen","[skriːn]",,,,,"экран","Дом, быт","Существительные"
"script","[skrɪpt]",,screenplay,[ˈskriːnpleɪ],,"сценарий","Кино, театр, музыка","Существительные"
"sea","[siː]",,,,,"море","Мир, природа","Существительные"
"search","[sɜːʧ]",,,,,"искать","Работа, сотрудничество","Глаголы"
"search","[sɜːʧ]",,,,,"поиск","Логика","Существительные"
"seashore","[ˈsiːʃɔː]",,,,,"берег моря","Мир, природа","Существительные"
"season","[ˈsiːzn]",,,,,"время года","Время","Существительные"
"seat","[siːt]",,,,,"сиденье (место)","Спорт","Существительные"
"second","[ˈsɛkənd]",,,,,"секунда","Время","Существительные"
"secret","[ˈsiːkrɪt]",,,,,"секрет","Общение","Существительные"
"secret","[ˈsiːkrɪt]",,,,,"тайный","Ощущения, логика","Прилагательные"
"secretary","[ˈsɛkrətri]",,,,,"секретарь","Профессии, должности","Существительные"
"security","[sɪˈkjʊərɪti]",,,,,"безопасность (охрана)","Закон","Существительные"
"see","[siː]",,,,,"видеть","Чувства, мышление, восприятие","Глаголы"
"seed","[siːd]",,,,,"семя","Животные, растения","Существительные"
"seek","[siːk]",,,,,"искать","Работа, сотрудничество","Глаголы"
"seem","[siːm]",,,,,"казаться","Чувства, мышление, восприятие","Глаголы"
"segment","[ˈsɛgmənt]",,,,,"сегмент","Техника","Существительные"
"select","[sɪˈlɛkt]",,,,,"выбирать","Работа, сотрудничество","Глаголы"
"selection","[sɪˈlɛkʃən]",,,,,"отбор","Мир, природа","Существительные"
"sell","[sɛl]",,,,,"продавать","Экономика, бизнес","Глаголы"
"senator","[ˈsɛnətə]",,,,,"сенатор","Государство и общество","Существительные"
"send","[sɛnd]",,,,,"отправлять","Физические действия (человека)","Глаголы"
"senior","[ˈsiːnjə]",,,,,"старший","Время","Прилагательные"
"sense","[sɛns]",,,,,"чувство (физ.)","Человек: анатомия","Существительные"
"sense","[sɛns]",,,,,"смысл","Мышление","Существительные"
"sensitive","[ˈsɛnsɪtɪv]",,,,,"чувствительный","Человек","Прилагательные"
"sentence","[ˈsɛntəns] ",,,,,"предложение (лингв.)","Общение","Существительные"
"sentence","[ˈsɛntəns]",,,,,"приговор","Закон","Существительные"
"separate","[ˈsɛpəreɪt]",,,,,"отделять","Этапы действия, часть и целое","Глаголы"
"separate","[ˈsɛprɪt]",,,,,"отдельный","Разнообразие","Прилагательные"
"September","[sɛpˈtɛmbə]",,,,,"сентябрь","Время","Существительные"
"series","[ˈsɪəriːz]",,,,,"серия, сериал","Кино, театр, музыка","Существительные"
"serious","[ˈsɪərɪəs]",,,,,"серьезный","Человек","Прилагательные"
"seriously","[ˈsɪərɪəsli]",,,,,"серьезно","Образа действия","Наречия"
"serve","[sɜːv]",,,,,"служить","Работа, сотрудничество","Глаголы"
"service","[ˈsɜːvɪs]",,,,,"услуга (обслуживание)","Работа, карьера","Существительные"
"session","[ˈsɛʃən]",,,,,"сеанс, период работы, деятельности, учебы","Учеба","Существительные"
"set","[sɛt]",,,,,"набор","Учеба","Существительные"
"set","[sɛt]",,,,,"устанавливать","Работа, сотрудничество","Глаголы"
"settings","[ˈsɛtɪŋz]",,,,,"настройки","Информационные технологии","Существительные"
"settle","[ˈsɛtl]",,,,,"улаживать","Общение","Глаголы"
"settle","[ˈsɛtl]",,,,,"расселяться","Экономика, бизнес","Глаголы"
"settlement","[ˈsɛtlmənt]",,,,,"поселение","Город","Существительные"
"severe","[sɪˈvɪə]",pain,,,,"жестокий (напр. условия, боль, погода)","Государство и общество","Прилагательные"
"sex","[sɛks]",,,,,"пол, секс","Человек: личность","Существительные"
"shadow","[ˈʃædəʊ]",,,,,"тень","Мир, природа","Существительные"
"shake","[ʃeɪk]",,,,,"трясти","Движение","Глаголы"
"shape","[ʃeɪp]",,,,,"придавать форму","Физические действия (общие)","Глаголы"
"shape","[ʃeɪp]",,,,,"форма, геом. Тело","Математика","Существительные"
"shape","[ʃeɪp]",,form,[fɔːm],,"форма","Физические явления, характеристики","Существительные"
"share","[ʃeə]",,,,,"делиться","Наличие/отсутствие, принадлежность","Глаголы"
"share","[ʃeə]",,,,,"доля, акция","Экономика, бизнес","Существительные"
"sharp","[ʃɑːp]",,,,,"острый (предмет, звук)","Физические качества","Прилагательные"
"sheet","[ʃiːt]",,,,,"лист (бумаги)","Работа, карьера","Существительные"
"shelf","[ʃɛlf]",,,,,"полка","Дом, быт","Существительные"
"shell","[ʃɛl]",,,,,"оболочка","Техника","Существительные"
"shell","[ʃɛl]",,,,,"снаряд","Армия","Существительные"
"shelter","[ˈʃɛltə]",,,,,"приют","Государство и общество","Существительные"
"shift","[ʃɪft]",,,,,"сдвигать","Движение","Глаголы"
"shift","[ʃɪft]",,,,,"сдвиг","Техника","Существительные"
"ship","[ʃɪp]",,,,,"корабль","Транспорт","Существительные"
"shirt","[ʃɜːt]",,,,,"рубашка","Одежда","Существительные"
"shock","[ʃɒk]",,,,,"шок","Медицина","Существительные"
"shoes","[ʃuːz]",,,,,"обувь","Одежда","Существительные"
"shoot","[ʃuːt]",,,,,"стрелять","Борьба","Глаголы"
"shooting","[ˈʃuːtɪŋ]",,,,,"стрельба","Армия","Существительные"
"shop","[ʃɒp]",,,,,"магазин","Город","Существительные"
"shopping","[ˈʃɒpɪŋ]",,,,,"покупка товаров","Экономика, бизнес","Существительные"
"short","[ʃɔːt]",,,,,"короткий","Размер, форма","Прилагательные"
"shortly","[ˈʃɔːtli]",,,,,"коротко, вскоре","Наречия времени","Наречия"
"shot","[ʃɒt]",,,,,"выстрел","Армия","Существительные"
"shoulder","[ˈʃəʊldə]",,,,,"плечо","Человек: анатомия","Существительные"
"shout","[ʃaʊt]",,,,,"выкрикивать","Общение","Глаголы"
"show","[ʃəʊ]",,,,,"показывать","Физические действия (человека)","Глаголы"
"show","[ʃəʊ]",,,,,"шоу","Кино, театр, музыка","Существительные"
"shut","[ʃʌt]",,,,,"закрывать","Физические действия (человека)","Глаголы"
"sick","[sɪk]",,,,,"больной","Человек","Прилагательные"
"side","[saɪd]",,,,,"сторона","Пространство","Существительные"
"sight","[saɪt]",,,,,"зрение","Человек: анатомия","Существительные"
"sightseeing","[ˈsaɪtˌsiːɪŋz]",,,,,"осмотр достопримечательностей","Город","Существительные"
"sign","[saɪn]",,,,,"подписывать","Работа, сотрудничество","Глаголы"
"signal","[ˈsɪgnl]",,,,,"сигнал","Работа, карьера","Существительные"
"significance","[sɪgˈnɪfɪkəns]",,,,,"значимость","Психология, чувства","Существительные"
"significant","[sɪgˈnɪfɪkənt]",,,,,"значительный","Важность, вероятность","Прилагательные"
"significantly","[sɪgˈnɪfɪkəntli]",,,,,"значительно","Образа действия","Наречия"
"silence","[ˈsaɪləns]",,,,,"тишина","Мир, природа","Существительные"
"silent","[ˈsaɪlənt]",,,,,"молчаливый","Человек","Прилагательные"
"silver","[ˈsɪlvə]",,,,,"серебро","Промышленность","Существительные"
"silver","[ˈsɪlvə]",,,,,"серебристый","Цвета","Прилагательные"
"similar","[ˈsɪmɪlə]",,,,,"похожий","Разнообразие","Прилагательные"
"similarly","[ˈsɪmɪləli]",,,,,"аналогично, похоже","Образа действия","Наречия"
"simple","[ˈsɪmpl]",,,,,"простой","Человек","Прилагательные"
"simple","[ˈsɪmpl]",,,,,"простой","Качество","Прилагательные"
"simply","[ˈsɪmpli]",,,,,"просто","Образа действия","Наречия"
"sin","[sɪn]",,,,,"грех","Религия","Существительные"
"since","[sɪns]",I’ve been studying English since I was 10,,,,"с какого-то времени (я учу английский с 10 лет)","Предлоги времени","Предлоги"
"sing","[sɪŋ]",,,,,"петь","Общение","Глаголы"
"singer","[ˈsɪŋə]",,,,,"певец","Кино, театр, музыка","Существительные"
"single","[ˈsɪŋgl]",,,,,"одинокий","Человек","Прилагательные"
"single","[ˈsɪŋgl]",,,,,"одиночный, отдельный","Деньги, количество","Прилагательные"
"sink","[sɪŋk]",,,,,"тонуть","Движение","Глаголы"
"sister","[ˈsɪstə]",,,,,"сестра","Семья","Существительные"
"sit","[sɪt]",,,,,"сидеть","Движение","Глаголы"
"site","[saɪt]",,,,,"объект (напр. строительный)","Работа, карьера","Существительные"
"size","[saɪz]",,,,,"размер","Физические явления, характеристики","Существительные"
"skill","[skɪl]",,,,,"умение, навык","Работа, карьера","Существительные"
"skin","[skɪn]",,,,,"кожа","Человек: анатомия","Существительные"
"skirt","[skɜːt]",,,,,"юбка","Одежда","Существительные"
"sky","[skaɪ]",,,,,"небо","Мир, природа","Существительные"
"slave","[sleɪv]",,,,,"раб","Государство и общество","Существительные"
"sleep","[sliːp]",,,,,"сон","Человек: анатомия","Существительные"
"sleep","[sliːp]",,,,,"спать","Дом, быт, развлечения","Глаголы"
"slide","[slaɪd]",,,,,"скользить","Движение","Глаголы"
"slightly","[ˈslaɪtli]",,,,,"немного","Образа действия","Наречия"
"slim","[slɪm]",,,,,"стройный (о фигуре)","Человек","Прилагательные"
"slip","[slɪp]",,,,,"поскальзываться","Движение","Глаголы"
"slow","[sləʊ]",,,,,"медленный","Физические качества","Прилагательные"
"slowly","[ˈsləʊli]",,,,,"медленно","Образа действия","Наречия"
"small","[smɔːl]",,,,,"маленький","Размер, форма","Прилагательные"
"smart","[smɑːt]",,,,,"умный","Человек","Прилагательные"
"smell","[smɛl]",,,,,"запах","Физические явления, характеристики","Существительные"
"smell","[smɛl]",,,,,"нюхать, пахнуть","Чувства, мышление, восприятие","Глаголы"
"smile","[smaɪl]",,,,,"улыбаться","Общение","Глаголы"
"smile","[smaɪl]",,,,,"улыбка","Взаимоотношения","Существительные"
"smoke","[sməʊk]",,,,,"курить","Физические действия (человека)","Глаголы"
"smoke","[sməʊk]",,,,,"дым","Техника","Существительные"
"smooth","[smuːð]",,,,,"гладкий","Физические качества","Прилагательные"
"snap","[snæp]",,,,,"щелкать","Физические действия (общие)","Глаголы"
"snow","[snəʊ]",,,,,"снег","Мир, природа","Существительные"
"so","[səʊ]",,,,,"так","Вводные и соединительные слова","Наречия"
"so","[səʊ]",Just so you know,,,,"чтобы","","Союзы"
"So that","[səʊ ðæt]",She wrote his phone number on her hand so that she wouldn’t forget it,,,,"чтобы","","Союзы"
"so-called","[ˈsəʊˈkɔːld]",,,,,"так называемый","Государство и общество","Прилагательные"
"soccer","[ˈsɒkə]",,,,,"футбол","Спорт","Существительные"
"social","[ˈsəʊʃəl]",,,,,"социальный, общественный","Государство и общество","Прилагательные"
"society","[səˈsaɪəti]",,,,,"общество","Государство и общество","Существительные"
"soft","[sɒft]",,,,,"мягкий","Физические качества","Прилагательные"
"software","[ˈsɒftweə]",,,,,"программное обеспечение","Информационные технологии","Существительные"
"soil","[sɔɪl]",,,,,"почва","Мир, природа","Существительные"
"solar","[ˈsəʊlə]",,,,,"солнечный (напр. Солнечная система)","Пространство и природа","Прилагательные"
"soldier","[ˈsəʊlʤə]",,,,,"солдат","Армия","Существительные"
"solid","[ˈsɒlɪd]",,,,,"твердый","Физические качества","Прилагательные"
"solution","[səˈluːʃən]",,,,,"решение","Логика","Существительные"
"solve","[sɒlv]",,,,,"решать","Работа, сотрудничество","Глаголы"
"somehow","[ˈsʌmhaʊ]",,,,,"как-нибудь","Образа действия","Наречия"
"sometimes","[ˈsʌmtaɪmz]",,,,,"иногда","Наречия времени","Наречия"
"somewhere","[ˈsʌmweə]",,,,,"где-то","Места","Наречия"
"son","[sʌn]",,,,,"сын","Семья","Существительные"
"song","[sɒŋ]",,,,,"песня","Кино, театр, музыка","Существительные"
"soon","[suːn]",,,,,"скоро","Наречия времени","Наречия"
"sort","[sɔːt]",,,,,"сорт","Мир, природа","Существительные"
"soul","[səʊl]",,,,,"душа","Человек: жизнь","Существительные"
"sound","[saʊnd]",,,,,"звучать","Общение","Глаголы"
"south","[saʊθ]",,,,,"юг","Мир, природа","Существительные"
"southern","[ˈsʌðən]",,,,,"южный","Пространство и природа","Прилагательные"
"space","[speɪs]",,,,,"пространство","Мир, природа","Существительные"
"sparrow","[ˈspærəʊ]",,,,,"воробей","Животные, растения","Существительные"
"speak","[spiːk]",,,,,"говорить","Общение","Глаголы"
"speaker","[ˈspiːkə]",,,,,"спикер (выступающий с речью)","Государство и общество","Существительные"
"special","[ˈspɛʃəl]",,,,,"особенный (специальный)","Разнообразие","Прилагательные"
"specialist","[ˈspɛʃəlɪst]",,,,,"специалист","Учеба","Существительные"
"specific","[spɪˈsɪfɪk]",,,,,"конкретный","Разнообразие","Прилагательные"
"specifically","[spəˈsɪfɪk(ə)li]",,,,,"специально","Образа действия","Наречия"
"speech","[spiːʧ]",,,,,"речь","Наука","Существительные"
"speed","[spiːd]",,,,,"скорость","Физические явления, характеристики","Существительные"
"spend","[spɛnd]",,,,,"тратить","Экономика, бизнес","Глаголы"
"spend","[spɛnd]",,,,,"проводить","Дом, быт, развлечения","Глаголы"
"spendings","[ˈspɛndɪŋz]",,,,,"расходы","Экономика, бизнес","Существительные"
"sphere","[sfɪə]",,,,,"сфера","Математика","Существительные"
"spin","[spɪn]",,,,,"вращать","Физические действия (человека)","Глаголы"
"spirit","[ˈspɪrɪt]",,,,,"дух","Религия","Существительные"
"spiritual","[ˈspɪrɪtjʊəl]",,,,,"духовный","Человек","Прилагательные"
"split","[splɪt]",,,,,"разделять","Этапы действия, часть и целое","Глаголы"
"spokesman","[ˈspəʊksmən]",,,,,"докладчик, оратор","Государство и общество","Существительные"
"spoon","[spuːn]",,,,," ложка","Еда","Существительные"
"sport","[spɔːt]",,,,,"спорт","Спорт","Существительные"
"spot","[spɒt]",,,,,"пятно","Дом, быт","Существительные"
"spread","[sprɛd]",,,,,"распространять","Наличие/отсутствие, принадлежность","Глаголы"
"spring","[sprɪŋ]",,,,,"весна","Время","Существительные"
"square","[skweə]",,,,,"квадрат","Математика","Существительные"
"square","[skweə]",,,,,"квадратный","Размер, форма","Прилагательные"
"squeeze","[skwiːz]",,,,,"сжимать","Физические действия (человека)","Глаголы"
"stability","[stəˈbɪlɪti]",,,,,"стабильность","Экономика, бизнес","Существительные"
"stable","[ˈsteɪbl]",,,,,"стабильный","Физические качества","Прилагательные"
"staff","[stɑːf]",,,,,"персонал","Профессии, должности","Существительные"
"stage","[steɪʤ]",,,,,"сцена (место)","Кино, театр, музыка","Существительные"
"stair","[steə]",,,,,"ступенька, лестница","Дом, быт","Существительные"
"stake","[steɪk]",,bet,[bɛt],,"ставка","Спорт","Существительные"
"stake","[steɪk]",,,,,"акция","Экономика, бизнес","Существительные"
"stamp","[stæmp]",,,,,"печать, штамп","Работа, карьера","Существительные"
"stand","[stænd]",,,,,"стоять","Движение","Глаголы"
"standard","[ˈstændəd]",,,,,"стандарт","Техника","Существительные"
"standard","[ˈstændəd]",,,,,"стандартный","Разнообразие","Прилагательные"
"star","[stɑː]",,,,,"звезда","Мир, природа","Существительные"
"stare","[steə]",,,,,"пялиться","Чувства, мышление, восприятие","Глаголы"
"start","[stɑːt]",,,,,"начинать","Этапы действия, часть и целое","Глаголы"
"state","[steɪt]",,,,,"делать заявление","Общение","Глаголы"
"state","[steɪt]",,,,,"состояние (напр. вещества)","Физические явления, характеристики","Существительные"
"state","[steɪt]",,,,,"государство, штат","Государство и общество","Существительные"
"statement","[ˈsteɪtmənt]",,,,,"заявление","Общение","Существительные"
"station","[ˈsteɪʃən]",,,,,"станция","Город","Существительные"
"statistics","[stəˈtɪstɪks]",,,,,"статистика","Математика","Существительные"
"status","[ˈsteɪtəs]",,,,,"статус","Государство и общество","Существительные"
"stay","[steɪ]",,,,,"оставаться","Движение","Глаголы"
"steady","[ˈstɛdi]",,,,,"устойчивый","Физические качества","Прилагательные"
"steal","[stiːl]",,,,,"красть","Закон","Глаголы"
"steel","[stiːl]",,,,,"сталь","Материалы","Существительные"
"step","[stɛp]",,,,,"шагнуть","Движение","Глаголы"
"step","[stɛp]",,,,,"шаг","Человек: анатомия","Существительные"
"stick","[stɪk]",,,,,"липнуть","Физические действия (общие)","Глаголы"
"stick","[stɪk]",,,,,"палка","Мир, природа","Существительные"
"still","[stɪl]",,,,,"замерший","Физические качества","Прилагательные"
"still","[stɪl]",,,,,"еще (все еще)","Меры, степени","Наречия"
"stir","[stɜː]",,,,,"перемешивать","Физические действия (человека)","Глаголы"
"stock","[stɒk]",,,,,"акция","Экономика, бизнес","Существительные"
"stomach","[ˈstʌmək]",,,,,"желудок","Человек: анатомия","Существительные"
"stone","[stəʊn]",,,,,"камень","Мир, природа","Существительные"
"stop","[stɒp]",,,,,"останавливать","Этапы действия, часть и целое","Глаголы"
"stop","[stɒp]",,,,,"останавливать","Движение","Глаголы"
"stop","[stɒp]",,,,,"остановка","Город","Существительные"
"storage","[ˈstɔːrɪʤ]",,,,,"хранилище, хранение","Промышленность","Существительные"
"store","[stɔː]",,,,,"магазин (склад)","Экономика, бизнес","Существительные"
"storm","[stɔːm]",,,,,"буря","Мир, природа","Существительные"
"story","[ˈstɔːri]",,,,,"история","Кино, театр, музыка","Существительные"
"story","[ˈstɔːri]",,,,,"история, рассказ","Литература","Существительные"
"straight","[streɪt]",,,,,"прямой","Размер, форма","Прилагательные"
"straight","[streɪt]",,,,,"прямо","Образа действия","Наречия"
"strange","[streɪnʤ]",,,,,"странный","Человек","Прилагательные"
"stranger","[ˈstreɪnʤə]",,,,,"незнакомец","Взаимоотношения","Существительные"
"strategic","[strəˈtiːʤɪk]",,,,,"стратегический","Государство и общество","Прилагательные"
"strategy","[ˈstrætɪʤi]",,,,,"стратегия","Армия","Существительные"
"stream","[striːm]",,,,,"поток","Мир, природа","Существительные"
"street","[striːt]",,,,,"улица","Город","Существительные"
"strength","[strɛŋθ]",,,,,"сила","Физические явления, характеристики","Существительные"
"stress","[strɛs]",,,,,"делать ударение","Общение","Глаголы"
"stress","[strɛs]",,,,,"стресс","Психология, чувства","Существительные"
"stretch","[strɛʧ]",,,,,"растягивать","Физические действия (человека)","Глаголы"
"strike","[straɪk]",,,,,"забастовка","Государство и общество","Существительные"
"strike","[straɪk]",,,,,"ударять","Борьба","Глаголы"
"string","[strɪŋ]",,,,,"струна","Кино, театр, музыка","Существительные"
"strong","[strɒŋ]",,,,,"сильный","Человек","Прилагательные"
"strongly","[ˈstrɒŋli]",,,,,"сильно","Образа действия","Наречия"
"struggle","[ˈstrʌgl]",,,,,"бороться","Борьба","Глаголы"
"struggle","[ˈstrʌgl]",,,,,"борьба","Сотрудничество","Существительные"
"student","[ˈstjuːdənt]",,,,,"студент","Учеба","Существительные"
"studio","[ˈstjuːdɪəʊ]",,,,,"студия","Кино, театр, музыка","Существительные"
"study","[ˈstʌdi]",,,,,"изучать","Чувства, мышление, восприятие","Глаголы"
"study","[ˈstʌdi]",,,,,"изучение (исследование)","Учеба","Существительные"
"stuff","[stʌf]",,,,,"вещи, хлам, барахло","Дом, быт","Существительные"
"stupid","[ˈstjuːpɪd]",,,,,"глупый","Человек","Прилагательные"
"style","[staɪl]",,,,,"стиль","Живопись, фотография","Существительные"
"subject","[ˈsʌbʤɪkt]",,,,,"субъект, предмет, учебный предмет","Психология, чувства","Существительные"
"substance","[ˈsʌbstəns]",,,,,"вещество","Материалы","Существительные"
"substantial","[səbˈstænʃəl]",,,,,"существенный","Важность, вероятность","Прилагательные"
"subtraction","[səbˈtrækʃən]",,,,,"вычитание","Математика","Существительные"
"succeed","[səkˈsiːd]",,,,,"преуспевать","Работа, сотрудничество","Глаголы"
"success","[səkˈsɛs]",,,,,"успех","Работа, карьера","Существительные"
"successful","[səkˈsɛsfʊl]",,,,,"успешный","Человек","Прилагательные"
"sudden","[ˈsʌdn]",,,,,"внезапный","Время","Прилагательные"
"suddenly","[ˈsʌdnli]",,,,,"вдруг","Наречия времени","Наречия"
"sue","[sjuː]",,,,,"подавать в суд","Закон","Глаголы"
"suffer","[ˈsʌfə]",,,,,"страдать","Чувства, мышление, восприятие","Глаголы"
"sugar","[ˈʃʊgə]",,,,,"сахар","Еда","Существительные"
"suggest","[səˈʤɛst]",,,,,"предлагать","Общение","Глаголы"
"suggestion","[səˈʤɛsʧən]",,,,,"предложение (т.е. предложить что-то)","Общение","Существительные"
"suicide","[ˈsjʊɪsaɪd]",,,,,"самоубийство","Закон","Существительные"
"suit","[sjuːt]",,,,,"костюм","Одежда","Существительные"
"summer","[ˈsʌmə]",,,,,"лето","Время","Существительные"
"sun","[sʌn]",,,,,"солнце","Мир, природа","Существительные"
"Sunday","[ˈsʌndeɪ]",,,,,"воскресенье","Время","Существительные"
"super","[ˈs(j)uːpə]",,,,,"супер","Качество","Прилагательные"
"supper","[ˈsʌpə]",,,,,"ужин","Еда","Существительные"
"supply","[səˈplaɪ]",,,,,"обеспечивать","Работа, сотрудничество","Глаголы"
"supply","[səˈplaɪ]",econom.,,,,"предложение (эконом.)","Экономика, бизнес","Существительные"
"supply","[səˈplaɪ]",provision,,,,"обеспечение (материальное)","Экономика, бизнес","Существительные"
"support","[səˈpɔːt]",,,,,"поддерживать","Общение","Глаголы"
"support","[səˈpɔːt]",,,,,"поддержка","Сотрудничество","Существительные"
"supporter","[səˈpɔːtə]",,,,,"сторонник","Государство и общество","Существительные"
"suppose","[səˈpəʊz]",,,,,"предполагать","Чувства, мышление, восприятие","Глаголы"
"supposed","[səˈpəʊzd]",,,,,"предполагаемый, подразумеваемый","Ощущения, логика","Прилагательные"
"supposed","[səˈpəʊzd]",,,,,"предполагаемый","Важность, вероятность","Прилагательные"
"sure","[ʃʊə]",,,,,"уверенный","Человек","Прилагательные"
"surely","[ˈʃʊəli]",,,,,"уверенно, безусловно","Образа действия","Наречия"
"surface","[ˈsɜːfɪs]",,,,,"поверхность","Техника","Существительные"
"surgery","[ˈsɜːʤəri]",,,,,"хирургия (операция)","Медицина","Существительные"
"surprise","[səˈpraɪz]",,,,,"сюрприз","Взаимоотношения","Существительные"
"surprised","[səˈpraɪzd]",,,,,"удивленный","Человек","Прилагательные"
"surprising","[səˈpraɪzɪŋ]",,,,,"удивительный","Человек","Прилагательные"
"surrender","[səˈrɛndə]",,,,,"сдаваться","Борьба","Глаголы"
"survey","[ˈsɜːveɪ]",,,,,"опрос","Наука","Существительные"
"survival","[səˈvaɪvəl]",,,,,"выживание","Медицина","Существительные"
"survive","[səˈvaɪv]",,,,,"выживать","Человек","Глаголы"
"suspect","[səsˈpɛkt]",,,,,"подозревать","Чувства, мышление, восприятие","Глаголы"
"suspect","[səsˈpɛkt]",,,,,"подозревать","Закон","Глаголы"
"swear","[sweə]",,,,,"клясться","Закон","Глаголы"
"sweep","[swiːp]",,,,,"мести","Физические действия (человека)","Глаголы"
"sweet","[swiːt]",,,,,"сладкий","Ощущения, логика","Прилагательные"
"swim","[swɪm]",,,,,"плыть","Движение","Глаголы"
"swing","[swɪŋ]",,,,,"раскачивать","Движение","Глаголы"
"symbol","[ˈsɪmbəl]",,,,,"символ","Государство и общество","Существительные"
"symptom","[ˈsɪmptəm]",,,,,"симптом","Медицина","Существительные"
"system","[ˈsɪstɪm]",,,,,"система","Информационные технологии","Существительные"
"T-shirt","[ˈtiːʃɜːt]",,,,,"футболка","Одежда","Существительные"
"table","[ˈteɪbl] ",,,,,"таблица","Математика","Существительные"
"table","[ˈteɪbl]",,,,,"стол","Дом, быт","Существительные"
"tablet","[ˈtæblɪt]",,,,,"планшетный компьютер","Информационные технологии","Существительные"
"tactics","[ˈtæktɪks]",,,,,"тактика","Армия","Существительные"
"take","[teɪk]",,,,,"брать","Наличие/отсутствие, принадлежность","Глаголы"
